-- id, data, cliente, sistema
"4642","1979-02-01","4642","5"
"4643","1974-02-07","4643","7"
"4644","1985-02-16","4644","3"
"4645","1971-10-20","4645","5"
"4646","1976-09-16","4646","5"
"4647","1987-07-17","4647","2"
"4648","2016-07-16","4648","1"
"4649","2002-08-26","4649","4"
"4650","1976-09-22","4650","7"
"4651","1986-06-01","4651","5"
"4652","1993-08-21","4652","8"
"4653","2011-11-12","4653","4"
"4654","1987-03-03","4654","4"
"4655","1974-07-17","4655","8"
"4656","2008-01-31","4656","5"
"4657","2016-07-18","4657","8"
"4658","1985-10-13","4658","5"
"4659","1973-10-20","4659","5"
"4660","1994-01-08","4660","4"
"4661","1979-07-11","4661","5"
"4662","1997-08-06","4662","4"
"4663","2005-03-19","4663","7"
"4664","2013-06-18","4664","1"
"4665","2017-08-13","4665","6"
"4666","1985-10-30","4666","5"
"4667","1977-04-06","4667","3"
"4668","1984-06-16","4668","7"
"4669","2008-04-12","4669","2"
"4670","1994-10-03","4670","4"
"4671","2001-07-06","4671","6"
"4672","1973-11-08","4672","9"
"4673","2011-12-29","4673","5"
"4674","1985-05-16","4674","4"
"4675","1996-10-24","4675","8"
"4676","1986-07-14","4676","9"
"4677","1982-01-02","4677","9"
"4678","1970-08-10","4678","6"
"4679","2004-01-15","4679","8"
"4680","1997-10-26","4680","7"
"4681","1976-03-09","4681","5"
"4682","2001-08-16","4682","8"
"4683","1974-10-25","4683","1"
"4684","1971-08-24","4684","4"
"4685","1975-01-05","4685","6"
"4686","2007-10-28","4686","9"
"4687","2009-09-07","4687","3"
"4688","1978-10-18","4688","3"
"4689","2011-08-18","4689","9"
"4690","1998-12-17","4690","7"
"4691","1998-10-01","4691","9"
"4692","1987-11-13","4692","2"
"4693","2013-10-16","4693","4"
"4694","1998-06-20","4694","4"
"4695","1998-11-28","4695","7"
"4696","2007-12-20","4696","9"
"4697","2003-12-27","4697","7"
"4698","1991-01-17","4698","9"
"4699","2008-06-22","4699","6"
"4700","1980-06-04","4700","9"
"4701","1971-03-07","4701","2"
"4702","1985-01-19","4702","9"
"4703","1981-07-15","4703","6"
"4704","1982-06-04","4704","1"
"4705","2019-11-15","4705","3"
"4706","2009-02-20","4706","6"
"4707","2012-05-26","4707","8"
"4708","1989-05-27","4708","9"
"4709","2003-01-15","4709","5"
"4710","1987-06-18","4710","7"
"4711","2019-04-14","4711","1"
"4712","2015-01-25","4712","5"
"4713","2000-05-05","4713","2"
"4714","1992-07-31","4714","3"
"4715","2019-10-04","4715","2"
"4716","1985-06-03","4716","1"
"4717","1995-07-04","4717","4"
"4718","2005-08-05","4718","1"
"4719","1976-05-18","4719","3"
"4720","2010-05-10","4720","2"
"4721","1984-12-31","4721","3"
"4722","1998-11-17","4722","5"
"4723","1999-06-06","4723","9"
"4724","1988-12-25","4724","9"
"4725","2015-11-01","4725","9"
"4726","2003-10-05","4726","6"
"4727","2007-11-30","4727","1"
"4728","1976-02-16","4728","1"
"4729","1970-12-31","4729","9"
"4730","2000-05-28","4730","5"
"4731","2007-04-03","4731","3"
"4732","2010-06-07","4732","6"
"4733","2011-11-26","4733","6"
"4734","2011-10-04","4734","4"
"4735","1974-11-24","4735","4"
"4736","1996-04-28","4736","2"
"4737","1981-01-03","4737","2"
"4738","2019-11-05","4738","2"
"4739","1996-04-21","4739","6"
"4740","1981-10-15","4740","2"
"4741","1992-01-28","4741","3"
"4742","1995-08-09","4742","5"
"4743","2009-04-07","4743","1"
"4744","2019-11-10","4744","6"
"4745","1989-10-12","4745","1"
"4746","2008-12-11","4746","8"
"4747","1999-10-19","4747","7"
"4748","2020-08-06","4748","5"
"4749","2010-04-21","4749","1"
"4750","1993-01-24","4750","4"
"4751","2019-03-27","4751","1"
"4752","2003-11-20","4752","2"
"4753","1980-11-17","4753","3"
"4754","2010-03-27","4754","1"
"4755","1970-02-12","4755","5"
"4756","1994-11-26","4756","2"
"4757","1996-04-15","4757","5"
"4758","1970-08-21","4758","7"
"4759","2007-04-10","4759","7"
"4760","1975-04-12","4760","6"
"4761","2001-06-18","4761","1"
"4762","1970-04-13","4762","1"
"4763","1999-04-17","4763","7"
"4764","2010-01-19","4764","8"
"4765","2018-01-21","4765","2"
"4766","2000-01-04","4766","8"
"4767","1980-02-15","4767","1"
"4768","1980-03-04","4768","9"
"4769","1984-08-06","4769","2"
"4770","1981-10-26","4770","2"
"4771","1986-02-09","4771","9"
"4772","1972-01-31","4772","6"
"4773","1978-11-12","4773","6"
"4774","1972-02-08","4774","4"
"4775","1992-09-27","4775","7"
"4776","2003-08-24","4776","9"
"4777","1980-03-07","4777","3"
"4778","1983-11-12","4778","4"
"4779","2011-08-10","4779","1"
"4780","2006-09-05","4780","7"
"4781","1991-11-01","4781","4"
"4782","2007-04-16","4782","9"
"4783","2010-09-10","4783","1"
"4784","1999-08-08","4784","6"
"4785","1999-05-21","4785","5"
"4786","1972-04-03","4786","2"
"4787","1980-01-22","4787","6"
"4788","1970-06-14","4788","1"
"4789","2012-07-16","4789","8"
"4790","2004-09-04","4790","2"
"4791","1971-10-22","4791","9"
"4792","1973-04-13","4792","7"
"4793","1988-10-15","4793","7"
"4794","1978-08-14","4794","1"
"4795","2017-12-12","4795","4"
"4796","1998-02-17","4796","8"
"4797","2001-07-13","4797","8"
"4798","1979-02-04","4798","5"
"4799","1977-03-06","4799","5"
"4800","1970-07-28","4800","5"
"4801","1982-04-26","4801","6"
"4802","1973-03-25","4802","1"
"4803","2019-02-17","4803","7"
"4804","2005-02-24","4804","4"
"4805","1987-03-21","4805","7"
"4806","2005-05-22","4806","2"
"4807","2007-03-15","4807","6"
"4808","1986-05-04","4808","9"
"4809","2001-01-21","4809","3"
"4810","1978-07-11","4810","7"
"4811","1973-11-29","4811","5"
"4812","1978-09-05","4812","3"
"4813","2014-03-09","4813","8"
"4814","1982-06-18","4814","4"
"4815","1988-06-22","4815","8"
"4816","2000-10-05","4816","8"
"4817","1976-09-26","4817","1"
"4818","2005-04-27","4818","8"
"4819","1976-06-01","4819","9"
"4820","1996-12-11","4820","1"
"4821","2017-02-09","4821","2"
"4822","2015-12-13","4822","7"
"4823","2014-05-06","4823","7"
"4824","2014-05-17","4824","9"
"4825","1996-09-14","4825","3"
"4826","1992-04-11","4826","7"
"4827","1997-06-18","4827","3"
"4828","2017-09-29","4828","6"
"4829","2016-09-18","4829","4"
"4830","2012-02-28","4830","3"
"4831","1995-09-09","4831","4"
"4832","2002-12-25","4832","4"
"4833","1986-10-23","4833","5"
"4834","1977-04-28","4834","4"
"4835","2007-09-02","4835","6"
"4836","1978-04-06","4836","5"
"4837","1970-07-05","4837","7"
"4838","2012-12-14","4838","8"
"4839","2010-01-02","4839","9"
"4840","2018-04-14","4840","3"
"4841","2000-11-10","4841","9"
"4842","1981-04-04","4842","5"
"4843","2012-04-01","4843","6"
"4844","2019-08-23","4844","7"
"4845","1970-03-24","4845","7"
"4846","2015-10-04","4846","4"
"4847","1988-05-20","4847","4"
"4848","1971-07-05","4848","2"
"4849","1988-02-29","4849","8"
"4850","1990-08-23","4850","1"
"4851","2009-09-12","4851","1"
"4852","1995-04-24","4852","3"
"4853","1980-06-07","4853","4"
"4854","1980-09-03","4854","2"
"4855","2010-01-25","4855","5"
"4856","2002-04-16","4856","5"
"4857","2018-06-27","4857","1"
"4858","1987-06-18","4858","5"
"4859","2006-08-16","4859","9"
"4860","2009-11-30","4860","5"
"4861","1991-05-04","4861","8"
"4862","1987-08-21","4862","1"
"4863","2004-01-23","4863","6"
"4864","2019-10-27","4864","6"
"4865","1989-05-08","4865","6"
"4866","2005-11-23","4866","4"
"4867","1982-12-07","4867","1"
"4868","1987-11-07","4868","6"
"4869","1972-01-29","4869","9"
"4870","2008-07-12","4870","6"
"4871","1981-09-29","4871","9"
"4872","2010-04-22","4872","9"
"4873","1979-07-02","4873","6"
"4874","2002-06-07","4874","2"
"4875","2006-10-25","4875","9"
"4876","1999-12-26","4876","7"
"4877","1970-05-19","4877","8"
"4878","1997-06-19","4878","1"
"4879","2006-08-24","4879","4"
"4880","1998-01-23","4880","7"
"4881","1980-07-05","4881","8"
"4882","1987-01-19","4882","2"
"4883","1980-09-27","4883","4"
"4884","1978-10-19","4884","5"
"4885","2017-03-13","4885","1"
"4886","2008-07-26","4886","2"
"4887","1976-05-13","4887","8"
"4888","2005-06-27","4888","1"
"4889","1992-05-09","4889","1"
"4890","1970-08-03","4890","9"
"4891","1974-01-23","4891","5"
"4892","1997-07-19","4892","4"
"4893","1980-08-07","4893","4"
"4894","1998-10-06","4894","2"
"4895","2007-06-14","4895","2"
"4896","2003-02-24","4896","8"
"4897","2018-06-09","4897","1"
"4898","2014-11-02","4898","7"
"4899","1982-10-06","4899","1"
"4900","2013-03-14","4900","2"
"4901","1983-12-21","4901","2"
"4902","1982-05-06","4902","5"
"4903","1992-11-21","4903","7"
"4904","2018-12-08","4904","7"
"4905","2002-01-23","4905","3"
"4906","2009-01-01","4906","2"
"4907","1977-01-03","4907","1"
"4908","2020-08-06","4908","9"
"4909","1987-06-01","4909","1"
"4910","1990-12-28","4910","6"
"4911","1996-03-04","4911","3"
"4912","2005-05-06","4912","3"
"4913","1998-12-19","4913","8"
"4914","1978-11-20","4914","3"
"4915","1974-06-01","4915","3"
"4916","1977-08-11","4916","8"
"4917","2019-01-24","4917","8"
"4918","2011-12-13","4918","3"
"4919","1970-10-27","4919","1"
"4920","2018-02-20","4920","2"
"4921","1990-09-06","4921","1"
"4922","2008-09-29","4922","8"
"4923","2013-05-11","4923","7"
"4924","2015-08-16","4924","4"
"4925","1990-01-17","4925","9"
"4926","1988-04-22","4926","7"
"4927","2019-12-11","4927","4"
"4928","1977-04-29","4928","8"
"4929","1987-08-16","4929","5"
"4930","1976-09-11","4930","1"
"4931","2007-11-18","4931","1"
"4932","2013-01-30","4932","5"
"4933","1979-04-26","4933","5"
"4934","1973-05-02","4934","8"
"4935","2019-02-26","4935","9"
"4936","1974-04-23","4936","9"
"4937","2002-12-01","4937","7"
"4938","1996-04-20","4938","6"
"4939","1990-02-19","4939","7"
"4940","1972-07-09","4940","3"
"4941","2018-08-03","4941","1"
"4942","1996-01-26","4942","3"
"4943","1986-05-18","4943","7"
"4944","2007-03-10","4944","4"
"4945","2017-12-26","4945","2"
"4946","1972-09-14","4946","7"
"4947","2015-05-04","4947","3"
"4948","2016-02-14","4948","7"
"4949","1990-09-11","4949","4"
"4950","2001-07-10","4950","5"
"4951","1973-08-29","4951","8"
"4952","1993-11-22","4952","7"
"4953","2001-03-26","4953","6"
"4954","2004-11-28","4954","2"
"4955","1984-03-27","4955","7"
"4956","1996-01-06","4956","9"
"4957","2020-09-14","4957","5"
"4958","2008-07-03","4958","6"
"4959","1982-02-07","4959","2"
"4960","1973-06-19","4960","3"
"4961","1995-08-02","4961","4"
"4962","1972-06-24","4962","8"
"4963","1973-01-21","4963","9"
"4964","1981-11-23","4964","7"
"4965","1984-12-15","4965","6"
"4966","2008-04-20","4966","8"
"4967","2004-12-13","4967","5"
"4968","1997-02-10","4968","8"
"4969","2001-11-08","4969","7"
"4970","1992-05-30","4970","3"
"4971","1984-03-24","4971","4"
"4972","1985-08-14","4972","6"
"4973","2019-12-22","4973","9"
"4974","1987-02-26","4974","2"
"4975","2001-07-08","4975","8"
"4976","1985-12-04","4976","6"
"4977","2013-02-20","4977","9"
"4978","2016-05-20","4978","3"
"4979","2008-10-15","4979","7"
"4980","2015-12-14","4980","8"
"4981","1970-12-03","4981","9"
"4982","1977-05-15","4982","4"
"4983","2019-04-28","4983","8"
"4984","1988-02-02","4984","5"
"4985","2007-02-03","4985","4"
"4986","1975-09-13","4986","4"
"4987","1993-12-05","4987","2"
"4988","1984-02-01","4988","5"
"4989","2007-07-12","4989","2"
"4990","1974-09-23","4990","9"
"4991","2020-09-21","4991","2"
"4992","2003-02-20","4992","7"
"4993","2015-11-25","4993","4"
"4994","2001-10-08","4994","4"
"4995","2003-10-25","4995","2"
"4996","2014-12-31","4996","6"
"4997","2012-11-12","4997","4"
"4998","1973-06-28","4998","7"
"4999","1986-10-09","4999","9"
"5000","2002-02-12","5000","2"
"5001","2011-05-25","5001","6"
"5002","1999-11-05","5002","3"
"5003","2002-11-27","5003","7"
"5004","2008-05-19","5004","7"
"5005","1991-05-07","5005","4"
"5006","2018-08-17","5006","7"
"5007","2010-09-28","5007","3"
"5008","1977-05-17","5008","5"
"5009","2008-12-31","5009","4"
"5010","1995-08-16","5010","9"
"5011","1999-12-06","5011","7"
"5012","1985-07-29","5012","2"
"5013","1989-08-06","5013","8"
"5014","1995-12-04","5014","7"
"5015","1971-09-13","5015","8"
"5016","1998-05-10","5016","9"
"5017","1989-02-08","5017","2"
"5018","1979-08-15","5018","9"
"5019","1994-04-02","5019","9"
"5020","1992-10-08","5020","5"
"5021","2019-05-28","5021","2"
"5022","1996-12-20","5022","1"
"5023","1994-05-30","5023","9"
"5024","1992-04-09","5024","4"
"5025","1996-11-18","5025","1"
"5026","1970-05-22","5026","6"
"5027","2018-10-12","5027","4"
"5028","1990-12-13","5028","9"
"5029","2020-09-17","5029","2"
"5030","2016-08-07","5030","5"
"5031","1985-05-23","5031","8"
"5032","2014-07-09","5032","1"
"5033","1980-01-10","5033","4"
"5034","2016-11-13","5034","1"
"5035","1998-07-09","5035","3"
"5036","2006-05-03","5036","2"
"5037","1986-08-16","5037","8"
"5038","1994-06-27","5038","1"
"5039","1992-08-16","5039","9"
"5040","1972-05-29","5040","6"
"5041","2007-12-23","5041","3"
"5042","2006-11-23","5042","5"
"5043","1973-06-17","5043","2"
"5044","1992-05-12","5044","5"
"5045","1997-04-26","5045","4"
"5046","2015-08-22","5046","3"
"5047","2005-08-03","5047","9"
"5048","1992-05-23","5048","7"
"5049","1994-10-29","5049","7"
"5050","2018-07-23","5050","2"
"5051","1979-07-23","5051","9"
"5052","1984-04-14","5052","9"
"5053","2016-08-06","5053","2"
"5054","2015-03-28","5054","9"
"5055","1991-02-02","5055","5"
"5056","2001-08-12","5056","1"
"5057","1975-11-16","5057","9"
"5058","2004-02-14","5058","8"
"5059","1982-03-31","5059","3"
"5060","1979-10-27","5060","9"
"5061","1980-03-07","5061","1"
"5062","1975-12-20","5062","5"
"5063","1974-07-21","5063","7"
"5064","1997-03-23","5064","9"
"5065","1997-02-21","5065","9"
"5066","2017-10-14","5066","6"
"5067","1986-11-26","5067","3"
"5068","1986-05-17","5068","3"
"5069","1971-06-09","5069","2"
"5070","2001-08-06","5070","6"
"5071","1987-07-28","5071","6"
"5072","1976-04-15","5072","7"
"5073","1970-08-17","5073","1"
"5074","2006-04-30","5074","8"
"5075","1993-12-22","5075","4"
"5076","1978-04-22","5076","3"
"5077","1999-06-15","5077","1"
"5078","1993-02-18","5078","7"
"5079","1984-06-28","5079","9"
"5080","1998-09-07","5080","6"
"5081","1984-11-08","5081","6"
"5082","2001-09-30","5082","9"
"5083","1989-07-25","5083","5"
"5084","2014-02-25","5084","3"
"5085","2014-01-13","5085","6"
"5086","1989-08-24","5086","4"
"5087","2006-06-26","5087","3"
"5088","1990-06-28","5088","9"
"5089","1993-12-29","5089","2"
"5090","2006-06-05","5090","4"
"5091","2017-03-28","5091","1"
"5092","1985-10-11","5092","3"
"5093","1995-08-14","5093","8"
"5094","1986-01-11","5094","3"
"5095","1979-09-07","5095","9"
"5096","1979-11-03","5096","1"
"5097","1971-06-20","5097","2"
"5098","1982-08-21","5098","1"
"5099","2002-06-30","5099","9"
"5100","1987-10-01","5100","8"
"5101","1996-03-17","5101","6"
"5102","2005-07-08","5102","5"
"5103","1988-12-25","5103","3"
"5104","1980-01-13","5104","5"
"5105","2007-11-03","5105","2"
"5106","1991-02-06","5106","9"
"5107","1973-06-26","5107","7"
"5108","1984-06-06","5108","5"
"5109","1993-10-25","5109","5"
"5110","1988-04-12","5110","6"
"5111","1970-07-30","5111","4"
"5112","1992-05-02","5112","9"
"5113","2005-09-02","5113","3"
"5114","1995-08-29","5114","1"
"5115","1977-05-26","5115","4"
"5116","2019-08-16","5116","8"
"5117","1970-03-04","5117","2"
"5118","1996-10-30","5118","3"
"5119","1974-05-01","5119","2"
"5120","2008-09-14","5120","9"
"5121","1996-05-03","5121","2"
"5122","2016-03-05","5122","4"
"5123","2009-04-07","5123","3"
"5124","1997-05-07","5124","7"
"5125","1998-09-08","5125","1"
"5126","2003-05-14","5126","6"
"5127","2011-06-18","5127","5"
"5128","2015-07-08","5128","7"
"5129","1983-03-20","5129","8"
"5130","1997-08-22","5130","5"
"5131","1997-12-21","5131","5"
"5132","1991-01-07","5132","9"
"5133","1995-04-04","5133","7"
"5134","1984-12-27","5134","3"
"5135","1970-01-11","5135","3"
"5136","2008-07-02","5136","6"
"5137","1975-07-11","5137","1"
"5138","2017-02-10","5138","3"
"5139","1992-04-03","5139","1"
"5140","2020-07-07","5140","4"
"5141","2005-02-12","5141","3"
"5142","1971-05-28","5142","5"
"5143","2008-12-01","5143","9"
"5144","1989-04-16","5144","6"
"5145","1986-04-26","5145","1"
"5146","2017-03-31","5146","6"
"5147","2017-03-03","5147","2"
"5148","1976-07-01","5148","6"
"5149","1993-08-09","5149","2"
"5150","1985-07-20","5150","8"
"5151","1971-01-23","5151","7"
"5152","2013-08-02","5152","7"
"5153","1996-07-06","5153","3"
"5154","1974-11-20","5154","9"
"5155","1997-12-22","5155","8"
"5156","2016-09-07","5156","1"
"5157","1979-09-26","5157","7"
"5158","2007-03-25","5158","4"
"5159","1985-09-01","5159","6"
"5160","1979-02-11","5160","4"
"5161","2020-01-15","5161","3"
"5162","1987-01-22","5162","3"
"5163","1993-07-31","5163","3"
"5164","2013-01-09","5164","7"
"5165","2010-06-27","5165","7"
"5166","1973-08-04","5166","5"
"5167","1995-02-28","5167","8"
"5168","2009-07-29","5168","6"
"5169","1995-01-04","5169","8"
"5170","2004-09-16","5170","9"
"5171","2000-01-23","5171","5"
"5172","1979-06-20","5172","2"
"5173","2010-01-02","5173","1"
"5174","2010-11-28","5174","7"
"5175","1971-11-30","5175","2"
"5176","1995-11-09","5176","7"
"5177","1982-11-04","5177","1"
"5178","2012-05-01","5178","6"
"5179","1990-01-06","5179","8"
"5180","2020-09-01","5180","9"
"5181","2002-08-09","5181","1"
"5182","2018-03-04","5182","7"
"5183","2009-06-26","5183","7"
"5184","1973-12-04","5184","5"
"5185","1998-04-15","5185","8"
"5186","2005-07-05","5186","4"
"5187","1991-01-18","5187","3"
"5188","1998-10-18","5188","8"
"5189","2013-04-06","5189","6"
"5190","2016-01-16","5190","4"
"5191","2016-08-29","5191","5"
"5192","2012-04-14","5192","1"
"5193","1971-09-05","5193","2"
"5194","2015-04-27","5194","7"
"5195","1998-04-28","5195","1"
"5196","1996-04-02","5196","4"
"5197","1976-05-30","5197","7"
"5198","2012-08-30","5198","2"
"5199","2000-08-24","5199","1"
"5200","2013-09-23","5200","5"
"5201","1973-09-28","5201","5"
"5202","1999-01-17","5202","4"
"5203","2004-01-21","5203","1"
"5204","1987-02-11","5204","8"
"5205","1992-02-15","5205","2"
"5206","1985-07-08","5206","7"
"5207","1985-10-18","5207","5"
"5208","1984-01-26","5208","5"
"5209","1991-04-15","5209","7"
"5210","2018-02-27","5210","8"
"5211","1993-02-11","5211","1"
"5212","1984-09-27","5212","9"
"5213","1991-09-28","5213","8"
"5214","2004-06-22","5214","6"
"5215","1976-03-25","5215","3"
"5216","1997-03-22","5216","5"
"5217","1993-07-16","5217","3"
"5218","2008-03-20","5218","7"
"5219","1991-05-03","5219","5"
"5220","2008-06-25","5220","6"
"5221","2015-01-15","5221","8"
"5222","2005-06-08","5222","8"
"5223","2012-04-19","5223","5"
"5224","2017-03-22","5224","4"
"5225","2008-02-13","5225","1"
"5226","1977-09-17","5226","8"
"5227","2007-10-16","5227","3"
"5228","1979-11-26","5228","9"
"5229","2015-11-21","5229","6"
"5230","1994-11-23","5230","4"
"5231","2006-03-30","5231","9"
"5232","1978-08-09","5232","7"
"5233","2001-06-12","5233","8"
"5234","1977-12-17","5234","3"
"5235","1998-04-22","5235","6"
"5236","1992-07-15","5236","3"
"5237","1973-11-02","5237","4"
"5238","1991-03-08","5238","9"
"5239","1996-07-08","5239","9"
"5240","2011-02-28","5240","9"
"5241","1990-05-15","5241","2"
"5242","1977-06-06","5242","1"
"5243","2016-02-24","5243","6"
"5244","1970-04-10","5244","4"
"5245","1970-04-10","5245","9"
"5246","1974-09-09","5246","8"
"5247","2016-04-18","5247","3"
"5248","2012-09-12","5248","2"
"5249","1986-11-10","5249","1"
"5250","1987-12-19","5250","9"
"5251","1994-06-25","5251","5"
"5252","1988-05-23","5252","3"
"5253","1998-01-15","5253","3"
"5254","2012-05-21","5254","3"
"5255","1979-10-10","5255","4"
"5256","1997-12-04","5256","7"
"5257","2002-02-23","5257","7"
"5258","1993-10-28","5258","2"
"5259","1975-11-02","5259","2"
"5260","2007-08-20","5260","8"
"5261","2007-05-07","5261","4"
"5262","2014-03-19","5262","3"
"5263","2010-06-02","5263","3"
"5264","1987-08-04","5264","6"
"5265","2010-07-20","5265","8"
"5266","1982-10-29","5266","9"
"5267","1970-08-28","5267","8"
"5268","1970-07-17","5268","3"
"5269","1995-07-23","5269","3"
"5270","2012-11-17","5270","7"
"5271","1994-04-11","5271","2"
"5272","1978-03-20","5272","9"
"5273","1975-11-26","5273","7"
"5274","1983-05-30","5274","3"
"5275","1977-07-20","5275","9"
"5276","2003-08-14","5276","3"
"5277","2008-10-15","5277","4"
"5278","2013-07-11","5278","3"
"5279","2013-10-06","5279","2"
"5280","1985-05-04","5280","8"
"5281","2002-01-18","5281","3"
"5282","2004-07-25","5282","1"
"5283","1996-04-05","5283","1"
"5284","1981-02-07","5284","7"
"5285","2015-02-23","5285","9"
"5286","1976-09-16","5286","2"
"5287","2006-10-18","5287","2"
"5288","1996-03-14","5288","8"
"5289","1981-03-06","5289","7"
"5290","2012-11-01","5290","6"
"5291","2006-05-04","5291","2"
"5292","1975-08-02","5292","6"
"5293","1986-02-12","5293","8"
"5294","2006-04-23","5294","1"
"5295","2003-03-03","5295","4"
"5296","1984-02-24","5296","7"
"5297","2014-06-15","5297","6"
"5298","2010-04-01","5298","4"
"5299","1995-04-28","5299","9"
"5300","1989-12-24","5300","9"
"5301","1976-09-14","5301","7"
"5302","2006-02-18","5302","4"
"5303","1977-03-29","5303","5"
"5304","1984-03-19","5304","3"
"5305","2014-03-14","5305","2"
"5306","2011-02-01","5306","8"
"5307","2008-05-05","5307","4"
"5308","1983-04-13","5308","2"
"5309","1979-05-11","5309","3"
"5310","1999-04-25","5310","4"
"5311","1972-08-08","5311","8"
"5312","1975-12-01","5312","5"
"5313","1997-10-29","5313","2"
"5314","2012-04-05","5314","5"
"5315","1994-09-26","5315","4"
"5316","2013-06-12","5316","6"
"5317","1985-03-23","5317","4"
"5318","1998-05-16","5318","6"
"5319","1984-04-05","5319","9"
"5320","2018-12-13","5320","8"
"5321","1988-02-05","5321","6"
"5322","1981-03-28","5322","1"
"5323","1989-07-07","5323","7"
"5324","1992-05-14","5324","5"
"5325","1991-01-03","5325","2"
"5326","1971-08-08","5326","6"
"5327","1999-05-03","5327","3"
"5328","2001-08-14","5328","9"
"5329","1973-06-04","5329","8"
"5330","1998-05-19","5330","1"
"5331","1972-10-05","5331","8"
"5332","1974-04-05","5332","8"
"5333","1974-12-05","5333","3"
"5334","1971-04-28","5334","7"
"5335","1981-03-17","5335","3"
"5336","1989-09-15","5336","5"
"5337","2012-02-25","5337","2"
"5338","1983-10-18","5338","9"
"5339","1970-01-12","5339","3"
"5340","2014-09-09","5340","5"
"5341","2008-11-08","5341","7"
"5342","2018-11-16","5342","4"
"5343","1984-04-22","5343","8"
"5344","1998-04-17","5344","2"
"5345","1990-11-20","5345","3"
"5346","2018-11-09","5346","1"
"5347","2009-09-04","5347","3"
"5348","2004-05-18","5348","8"
"5349","1991-12-18","5349","9"
"5350","2015-01-29","5350","8"
"5351","1980-03-26","5351","2"
"5352","2017-04-02","5352","2"
"5353","2009-09-21","5353","8"
"5354","2011-03-11","5354","8"
"5355","2009-03-10","5355","1"
"5356","2005-08-13","5356","8"
"5357","1994-09-21","5357","7"
"5358","2016-04-17","5358","9"
"5359","1996-12-24","5359","9"
"5360","2018-03-18","5360","9"
"5361","2019-08-30","5361","2"
"5362","2006-03-27","5362","7"
"5363","1982-02-12","5363","5"
"5364","2017-01-29","5364","3"
"5365","2008-07-01","5365","9"
"5366","1970-07-18","5366","8"
"5367","2017-07-24","5367","6"
"5368","1977-04-17","5368","2"
"5369","2008-12-29","5369","4"
"5370","1989-07-12","5370","3"
"5371","2019-02-08","5371","4"
"5372","1972-12-13","5372","6"
"5373","1989-10-07","5373","7"
"5374","2002-08-06","5374","9"
"5375","1974-03-12","5375","2"
"5376","1975-09-11","5376","2"
"5377","1971-05-04","5377","6"
"5378","1979-09-27","5378","1"
"5379","1993-04-05","5379","1"
"5380","1972-12-08","5380","3"
"5381","2007-07-23","5381","7"
"5382","1999-03-02","5382","8"
"5383","1999-01-29","5383","1"
"5384","2017-05-09","5384","4"
"5385","1992-04-13","5385","9"
"5386","1995-08-24","5386","6"
"5387","1970-03-05","5387","6"
"5388","1999-08-27","5388","1"
"5389","2012-04-30","5389","9"
"5390","1979-03-08","5390","9"
"5391","2013-09-22","5391","3"
"5392","1983-11-30","5392","5"
"5393","2011-04-27","5393","5"
"5394","2011-04-03","5394","8"
"5395","2000-05-25","5395","2"
"5396","1984-03-20","5396","6"
"5397","1984-04-15","5397","1"
"5398","2016-02-12","5398","4"
"5399","1997-11-29","5399","2"
"5400","1976-08-16","5400","2"
"5401","1995-02-27","5401","7"
"5402","1975-09-13","5402","4"
"5403","1985-12-10","5403","9"
"5404","1970-09-19","5404","3"
"5405","1992-02-04","5405","3"
"5406","1984-08-04","5406","3"
"5407","1994-04-13","5407","3"
"5408","1994-09-09","5408","4"
"5409","1986-05-26","5409","8"
"5410","2013-06-22","5410","9"
"5411","2004-09-06","5411","3"
"5412","2016-11-08","5412","3"
"5413","1977-12-13","5413","4"
"5414","2002-09-21","5414","5"
"5415","1978-11-27","5415","9"
"5416","1999-10-25","5416","4"
"5417","1985-05-24","5417","3"
"5418","2012-01-28","5418","1"
"5419","1977-01-31","5419","2"
"5420","2012-09-13","5420","5"
"5421","2003-02-03","5421","4"
"5422","1981-08-16","5422","3"
"5423","2019-02-10","5423","9"
"5424","1989-02-03","5424","2"
"5425","2005-08-05","5425","2"
"5426","1979-07-12","5426","2"
"5427","2014-01-13","5427","2"
"5428","1994-06-25","5428","5"
"5429","1990-04-06","5429","1"
"5430","2007-11-19","5430","9"
"5431","2015-02-04","5431","1"
"5432","1992-01-24","5432","7"
"5433","2000-01-27","5433","5"
"5434","1977-03-10","5434","6"
"5435","1976-07-04","5435","4"
"5436","1980-01-24","5436","1"
"5437","1984-01-22","5437","5"
"5438","1970-10-17","5438","9"
"5439","2013-01-23","5439","4"
"5440","1995-01-20","5440","6"
"5441","2019-02-16","5441","7"
"5442","1989-01-18","5442","8"
"5443","2018-12-12","5443","9"
"5444","1987-03-04","5444","5"
"5445","2000-02-29","5445","2"
"5446","1974-09-23","5446","4"
"5447","2001-09-27","5447","7"
"5448","2006-09-23","5448","4"
"5449","1984-01-29","5449","7"
"5450","1990-07-10","5450","5"
"5451","1985-06-01","5451","8"
"5452","2004-09-02","5452","6"
"5453","1985-02-20","5453","3"
"5454","1970-03-06","5454","3"
"5455","2007-10-21","5455","7"
"5456","1998-03-29","5456","8"
"5457","2003-02-22","5457","7"
"5458","1992-06-09","5458","7"
"5459","1988-08-02","5459","6"
"5460","2006-12-03","5460","2"
"5461","1991-12-08","5461","9"
"5462","2010-09-24","5462","2"
"5463","1976-07-30","5463","7"
